created_at,lat,lon,car,user_id,spot_id,history_id
2022/04/01 09:42:00,34.731556,135.734905,iMiev02,67,0,202204_0
2022/04/01 10:42:00,34.731556,135.734905,iMiev02,67,0,202204_0
2022/04/01 11:30:00,34.731605,135.734936,iMiev02,67,0,202204_0
2022/04/01 12:02:00,34.725523,135.789171,iMiev02,67,37,202204_0
2022/04/01 13:41:00,34.726816,135.754365,iMiev02,67,3,202204_2
2022/04/01 14:25:00,34.691796,135.701336,iMiev02,67,70,202204_2
2022/04/01 15:25:00,34.691795,135.701333,iMiev02,67,70,202204_2
2022/04/01 16:22:00,34.726841,135.754365,iMiev02,67,3,202204_2
2022/04/01 17:23:00,34.72684,135.75436,iMiev02,67,3,202204_2
2022/04/01 17:31:00,34.72684,135.75436,iMiev02,67,3,202204_2
2022/04/01 18:23:00,34.73273,135.735935,iMiev02,67,48,202204_2
2022/04/01 19:31:00,34.725855,135.790825,iMiev02,78,20,202204_4
2022/04/01 19:32:00,34.686445,135.616026,iMiev02,78,589,202204_4
2022/04/01 19:59:00,34.686445,135.616026,iMiev02,78,589,202204_4
2022/04/01 21:51:00,34.745355,135.768145,iMiev02,69,99,202204_5
2022/04/01 22:24:00,34.723728,135.7233175,iMiev02,69,9,202204_5
2022/04/01 22:37:00,34.731583,135.734946,iMiev02,69,0,202204_5
2022/04/02 07:39:00,34.73158,135.734933,iMiev02,67,0,202204_6
2022/04/02 08:39:00,34.73158,135.734933,iMiev02,67,0,202204_6
2022/04/02 09:39:00,34.73158,135.734933,iMiev02,67,0,202204_6
2022/04/02 10:39:00,34.73158,135.734933,iMiev02,78,0,202204_7
2022/04/02 11:24:00,34.725846,135.791001,iMiev02,78,208,202204_7
2022/04/02 11:41:00,34.725846,135.791001,iMiev02,78,208,202204_7
2022/04/02 11:53:00,34.725846,135.791001,iMiev02,78,208,202204_7
2022/04/02 12:09:00,34.725846,135.791001,iMiev02,78,208,202204_7
2022/04/02 15:42:00,34.730268,135.73393,iMiev02,78,2,202204_8
2022/04/02 16:42:00,34.730268,135.73393,iMiev02,78,2,202204_8
2022/04/02 17:48:00,34.7238035,135.723551,iMiev02,78,9,202204_8
2022/04/03 10:08:00,34.73032,135.73394,iMiev02,78,2,202204_9
2022/04/03 11:09:00,34.73032,135.73394,iMiev02,78,2,202204_9
2022/04/03 12:20:00,34.730961,135.707531,iMiev02,78,89,202204_9
2022/04/03 12:27:00,34.730891,135.707598,iMiev02,78,89,202204_9
2022/04/03 12:41:00,34.7308705,135.7075735,iMiev02,78,89,202204_9
2022/04/03 15:08:00,34.730316,135.733885,iMiev02,69,2,202204_10
2022/04/03 16:08:00,34.730316,135.733885,iMiev02,69,2,202204_10
2022/04/03 18:28:00,34.73126,135.736738,iMiev02,69,590,202204_10
2022/04/03 18:42:00,34.7248315,135.750278,iMiev02,69,7,202204_10
2022/04/03 19:43:00,34.724831,135.750281,iMiev02,69,7,202204_10
2022/04/03 19:54:00,34.722215,135.745146,iMiev02,69,40,202204_10
2022/04/03 21:14:00,34.731565,135.73497,iMiev02,78,0,202204_11
2022/04/04 12:01:00,34.722933999999995,135.7215665,iMiev02,73,32,202204_13
2022/04/04 12:32:00,34.722488,135.749565,iMiev02,73,72,202204_13
2022/04/04 12:41:00,34.731628,135.734895,iMiev02,73,0,202204_13
2022/04/04 13:44:00,34.7230355,135.747389,iMiev02,69,84,202204_15
2022/04/04 14:37:00,34.722403,135.745271,iMiev02,69,40,202204_15
2022/04/04 14:49:00,34.731663,135.734821,iMiev02,69,0,202204_15
2022/04/04 15:29:00,34.723605,135.729905,iMiev02,67,50,202204_16
2022/04/04 16:35:00,34.72689,135.75433800000002,iMiev02,67,3,202204_16
2022/04/04 18:38:00,34.731645,135.734935,iMiev02,98,0,202204_18
2022/04/04 18:51:00,34.731593,135.73494,iMiev02,98,0,202204_18
2022/04/04 19:27:00,34.720926,135.716236,iMiev02,98,228,202204_18
2022/04/04 19:38:00,34.720986,135.716188,iMiev02,98,228,202204_18
2022/04/04 19:50:00,34.710435000000004,135.70569799999998,iMiev02,98,91,202204_18
2022/04/04 20:51:00,34.710426,135.705711,iMiev02,98,91,202204_18
2022/04/05 07:22:00,34.73166,135.734985,iMiev02,78,0,202204_19
2022/04/05 12:13:00,34.745369,135.766837,iMiev02,78,12,202204_20
2022/04/05 13:14:00,34.745371,135.766836,iMiev02,78,12,202204_20
2022/04/05 14:37:00,34.731631,135.734903,iMiev02,67,0,202204_23
2022/04/05 15:37:00,34.731631,135.734903,iMiev02,67,0,202204_23
2022/04/05 17:38:00,34.731631,135.734903,iMiev02,82,0,202204_24
2022/04/05 18:18:00,34.726875,135.754406,iMiev02,82,3,202204_24
2022/04/05 19:19:00,34.726876,135.754408,iMiev02,82,3,202204_24
2022/04/05 20:19:00,34.726876,135.754408,iMiev02,82,3,202204_24
2022/04/05 21:19:00,34.726876,135.754408,iMiev02,82,3,202204_24
2022/04/06 12:42:00,34.7308065,135.708168,BMW (STAFF ONLY),85,89,202204_27
2022/04/06 13:07:00,34.730825,135.708206,BMW (STAFF ONLY),85,89,202204_27
2022/04/06 13:46:00,34.726525,135.720301,BMW (STAFF ONLY),85,63,202204_27
2022/04/06 18:45:00,34.731625,135.734975,iMiev02,97,0,202204_28
2022/04/06 19:08:00,34.745327,135.769744,iMiev02,97,52,202204_28
2022/04/06 20:15:00,34.746105,135.77031,iMiev02,97,33,202204_28
2022/04/06 22:53:00,34.731616,135.73497,iMiev02,69,0,202204_29
2022/04/07 00:10:00,34.723756,135.72337549999995,iMiev02,81,9,202204_30
2022/04/07 00:28:00,34.694371,135.734296,iMiev02,81,51,202204_30
2022/04/07 01:07:00,34.706572,135.73076600000002,iMiev02,81,38,202204_30
2022/04/07 01:40:00,34.731575,135.734968,iMiev02,81,0,202204_30
2022/04/07 06:47:00,34.731573,135.73497,iMiev02,78,0,202204_31
2022/04/07 07:22:00,34.726491499999995,135.716095,iMiev02,78,13,202204_31
2022/04/07 07:49:00,34.7304465,135.733728,iMiev02,78,2,202204_31
2022/04/07 08:04:00,34.73161,135.734933,iMiev02,78,0,202204_31
2022/04/07 11:54:00,34.722597,135.74951850000002,iMiev02,73,72,202204_32
2022/04/07 13:10:00,34.731635,135.734936,iMiev02,91,0,202204_34
2022/04/07 13:43:00,34.7263215,135.7290285,iMiev02,91,8,202204_34
2022/04/07 14:27:00,34.7314805,135.735009,iMiev02,67,0,202204_35
2022/04/07 15:35:00,34.745348,135.772206,iMiev02,67,210,202204_35
2022/04/07 16:35:00,34.745348,135.772205,iMiev02,67,210,202204_35
2022/04/07 17:37:00,34.731623,135.734916,iMiev02,67,0,202204_35
2022/04/07 18:59:00,34.7253365,135.751023,iMiev02,46,16,202204_36
2022/04/07 19:15:00,34.722016,135.770766,iMiev02,46,66,202204_36
2022/04/07 19:36:00,34.7317,135.73504,iMiev02,46,49,202204_36
2022/04/07 20:39:00,34.731668,135.734996,iMiev02,78,0,202204_37
2022/04/07 21:28:00,34.722008,135.770663,iMiev02,78,66,202204_37
2022/04/07 22:07:00,34.731568,135.734868,iMiev02,78,0,202204_37
2022/04/08 10:10:00,34.731565,135.73486,iMiev02,67,0,202204_38
2022/04/08 10:27:00,34.731667,135.73492800000002,iMiev02,67,0,202204_38
2022/04/08 12:16:00,34.721361,135.75344,BMW (STAFF ONLY),2,35,202204_40
2022/04/08 12:37:00,34.726865,135.75434,iMiev02,67,3,202204_38
